code,module,category,text_ru,text_kz,text_en,type,is_reverse,options
A_095,BIG5,Agreeableness,"Мне важно быть отзывчивым","Ықыласты болу маңызды","Being responsive is important to me",scale,FALSE,
A_096,BIG5,Agreeableness,"Я люблю помогать решать проблемы","Мәселелерді шешуге көмектесуді ұнатамын","I like helping solve problems",scale,FALSE,
A_097,BIG5,Agreeableness,"Мне нравится поддерживать теплые отношения","Жылы қарым-қатынасты сақтауды ұнатамын","I like maintaining warm relationships",scale,FALSE,
A_098,BIG5,Agreeableness,"Я стараюсь проявлять заботу ежедневно","Күнделікті қамқорлық көрсетуге тырысамын","I try to show care daily",scale,FALSE,
A_099,BIG5,Agreeableness,"Мне важно быть внимательным к людям","Адамдарға мұқият болу маңызды","It is important for me to be attentive to people",scale,FALSE,
A_100,BIG5,Agreeableness,"Я считаю себя доброжелательным человеком","Мен өзімді мейірімді адаммын деп санаймын","I consider myself a kind person",scale,FALSE,
N_001,BIG5,Neuroticism,"Я часто переживаю по пустякам","Мен ұсақ-түйекке жиі уайымдаймын","I often worry about small things",scale,FALSE,
N_002,BIG5,Neuroticism,"Я легко расстраиваюсь","Мен оңай ренжимін","I get upset easily",scale,FALSE,
N_003,BIG5,Neuroticism,"Мне трудно сохранять спокойствие в стрессовых ситуациях","Күйзелісті жағдайда сабыр сақтау қиын","I find it hard to stay calm in stressful situations",scale,FALSE,
N_004,BIG5,Neuroticism,"Я часто чувствую тревогу","Мен жиі алаңдаймын","I often feel anxious",scale,FALSE,
N_005,BIG5,Neuroticism,"Мое настроение быстро меняется","Көңіл-күйім тез өзгереді","My mood changes quickly",scale,FALSE,
N_006,BIG5,Neuroticism,"Я принимаю близко к сердцу критику","Сынды жүрекке жақын қабылдаймын","I take criticism personally",scale,FALSE,
N_007,BIG5,Neuroticism,"Я часто сомневаюсь в себе","Мен өзіме жиі күмәнданамын","I often doubt myself",scale,FALSE,
N_008,BIG5,Neuroticism,"Мне трудно расслабиться","Маған босаңсу қиын","It is hard for me to relax",scale,FALSE,
N_009,BIG5,Neuroticism,"Я часто чувствую внутреннее напряжение","Мен жиі ішкі кернеуді сезінемін","I often feel tense",scale,FALSE,
N_010,BIG5,Neuroticism,"Я переживаю о будущем","Мен болашаққа алаңдаймын","I worry about the future",scale,FALSE,
N_011,BIG5,Neuroticism,"Я долго думаю о возможных ошибках","Мен ықтимал қателер туралы ұзақ ойлаймын","I think about possible mistakes for a long time",scale,FALSE,
N_012,BIG5,Neuroticism,"Мне сложно быстро успокоиться","Маған тез тынышталу қиын","It is difficult for me to calm down quickly",scale,FALSE,
N_013,BIG5,Neuroticism,"Я часто чувствую усталость от переживаний","Уайымнан жиі шаршаймын","I often feel tired from worrying",scale,FALSE,
N_014,BIG5,Neuroticism,"Я переживаю перед важными событиями","Маңызды оқиғалар алдында уайымдаймын","I worry before important events",scale,FALSE,
N_015,BIG5,Neuroticism,"Я склонен ожидать худшего","Мен ең жаманды күтуге бейіммін","I tend to expect the worst",scale,FALSE,
N_016,BIG5,Neuroticism,"Мне трудно отпустить негативные мысли","Теріс ойларды жіберу қиын","It is hard for me to let go of negative thoughts",scale,FALSE,
N_017,BIG5,Neuroticism,"Я легко раздражаюсь","Мен оңай ашуланамын","I get irritated easily",scale,FALSE,
N_018,BIG5,Neuroticism,"Я часто чувствую неуверенность","Мен жиі сенімсіздік сезінемін","I often feel insecure",scale,FALSE,
N_019,BIG5,Neuroticism,"Я переживаю из-за мнения других","Басқалардың пікіріне алаңдаймын","I worry about others' opinions",scale,FALSE,
N_020,BIG5,Neuroticism,"Я склонен к самокритике","Мен өзімді жиі сынаймын","I tend to be self-critical",scale,FALSE,
N_021,BIG5,Neuroticism,"Мне трудно справляться со стрессом","Стресспен күресу қиын","I struggle with stress",scale,FALSE,
N_022,BIG5,Neuroticism,"Я часто нервничаю без причины","Себепсіз жиі мазасызданамын","I often feel nervous without reason",scale,FALSE,
N_023,BIG5,Neuroticism,"Я долго помню обиды","Реніштерді ұзақ сақтаймын","I hold grudges for a long time",scale,FALSE,
N_024,BIG5,Neuroticism,"Я переживаю из-за мелочей","Ұсақ-түйекке алаңдаймын","I worry about minor details",scale,FALSE,
N_025,BIG5,Neuroticism,"Мне трудно сохранять оптимизм","Оптимист болу қиын","It is hard for me to stay optimistic",scale,FALSE,
N_026,BIG5,Neuroticism,"Я быстро теряю уверенность","Мен сенімділікті тез жоғалтамын","I lose confidence quickly",scale,FALSE,
N_027,BIG5,Neuroticism,"Я чувствую тревожность в новых ситуациях","Жаңа жағдайларда алаңдаймын","I feel anxious in new situations",scale,FALSE,
N_028,BIG5,Neuroticism,"Мне сложно контролировать эмоции","Эмоцияларды бақылау қиын","It is hard for me to control my emotions",scale,FALSE,
N_029,BIG5,Neuroticism,"Я часто переживаю о будущем результате","Болашақ нәтижеге жиі алаңдаймын","I often worry about future outcomes",scale,FALSE,
N_030,BIG5,Neuroticism,"Я склонен к перепадам настроения","Мен көңіл-күй ауытқуына бейіммін","I am prone to mood swings",scale,FALSE,
N_031,BIG5,Neuroticism,"Я часто чувствую беспокойство","Мен жиі мазасызданамын","I often feel uneasy",scale,FALSE,
N_032,BIG5,Neuroticism,"Мне трудно переносить давление","Қысымға төзу қиын","I find it hard to handle pressure",scale,FALSE,
N_033,BIG5,Neuroticism,"Я быстро устаю эмоционально","Эмоционалды тез шаршаймын","I get emotionally tired quickly",scale,FALSE,
N_034,BIG5,Neuroticism,"Я часто сомневаюсь в принятых решениях","Қабылдаған шешімдеріме жиі күмәнданамын","I often doubt my decisions",scale,FALSE,
N_035,BIG5,Neuroticism,"Я переживаю из-за неопределенности","Белгісіздікке алаңдаймын","I worry about uncertainty",scale,FALSE,
N_036,BIG5,Neuroticism,"Мне трудно сохранять самообладание","Өзімді ұстап тұру қиын","It is hard for me to keep self-control",scale,FALSE,
N_037,BIG5,Neuroticism,"Я часто чувствую тревожные мысли","Мазасыз ойлар жиі келеді","I often have anxious thoughts",scale,FALSE,
N_038,BIG5,Neuroticism,"Я болезненно реагирую на неудачи","Сәтсіздікке ауыр реакция жасаймын","I react strongly to failures",scale,FALSE,
N_039,BIG5,Neuroticism,"Мне сложно перестать переживать","Уайымды тоқтату қиын","It is hard for me to stop worrying",scale,FALSE,
N_040,BIG5,Neuroticism,"Я часто прокручиваю прошлые ошибки","Өткен қателерді жиі есіме аламын","I often replay past mistakes",scale,FALSE,
N_041,BIG5,Neuroticism,"Я чувствую внутреннюю неустойчивость","Ішкі тұрақсыздық сеземін","I feel emotionally unstable",scale,FALSE,
N_042,BIG5,Neuroticism,"Мне трудно чувствовать себя уверенно","Өзімді сенімді сезіну қиын","It is hard for me to feel confident",scale,FALSE,
N_043,BIG5,Neuroticism,"Я часто переживаю из-за здоровья","Денсаулыққа жиі алаңдаймын","I often worry about my health",scale,FALSE,
N_044,BIG5,Neuroticism,"Я склонен к тревожным ожиданиям","Алаңдаулы күтулерге бейіммін","I tend to anticipate problems",scale,FALSE,
N_045,BIG5,Neuroticism,"Мне сложно переносить критику","Сынды көтеру қиын","I find criticism hard to handle",scale,FALSE,
N_046,BIG5,Neuroticism,"Я часто чувствую внутренний дискомфорт","Ішкі жайсыздық жиі сеземін","I often feel inner discomfort",scale,FALSE,
N_047,BIG5,Neuroticism,"Я быстро расстраиваюсь из-за мелочей","Ұсақ-түйектен тез ренжимін","I get upset over small things",scale,FALSE,
N_048,BIG5,Neuroticism,"Мне трудно перестать думать о проблемах","Мәселелер туралы ойлауды тоқтату қиын","I find it hard to stop thinking about problems",scale,FALSE,
N_049,BIG5,Neuroticism,"Я часто переживаю за близких","Жақындарым үшін жиі алаңдаймын","I often worry about loved ones",scale,FALSE,
N_050,BIG5,Neuroticism,"Я склонен к тревожным мыслям ночью","Түнде мазасыз ойлар келеді","I tend to worry at night",scale,FALSE,
N_051,BIG5,Neuroticism,"Я чувствую напряжение без видимой причины","Себепсіз кернеу сеземін","I feel tense without a clear reason",scale,FALSE,
N_052,BIG5,Neuroticism,"Мне трудно отпускать прошлое","Өткенді жіберу қиын","It is hard for me to let go of the past",scale,FALSE,
N_053,BIG5,Neuroticism,"Я переживаю перед выступлениями","Сөйлеу алдында алаңдаймын","I get nervous before speaking publicly",scale,FALSE,
N_054,BIG5,Neuroticism,"Я часто чувствую себя уязвимым","Өзімді жиі әлсіз сезінемін","I often feel vulnerable",scale,FALSE,
N_055,BIG5,Neuroticism,"Мне сложно сохранять эмоциональный баланс","Эмоциялық тепе-теңдікті сақтау қиын","It is hard to maintain emotional balance",scale,FALSE,
N_056,BIG5,Neuroticism,"Я долго переживаю неприятные события","Жағымсыз оқиғаларды ұзақ уайымдаймын","I dwell on unpleasant events",scale,FALSE,
N_057,BIG5,Neuroticism,"Я склонен к пессимизму","Мен пессимизмге бейіммін","I tend to be pessimistic",scale,FALSE,
N_058,BIG5,Neuroticism,"Мне трудно переносить неопределенность","Белгісіздікке төзу қиын","I find uncertainty difficult",scale,FALSE,
N_059,BIG5,Neuroticism,"Я часто переживаю о будущем семьи","Отбасының болашағына жиі алаңдаймын","I often worry about my family’s future",scale,FALSE,
N_060,BIG5,Neuroticism,"Я быстро теряю самообладание","Өзімді тез ұстай алмай қаламын","I lose my composure quickly",scale,FALSE,
N_061,BIG5,Neuroticism,"Я часто думаю о возможных неудачах","Мүмкін сәтсіздіктер туралы жиі ойлаймын","I often think about possible failures",scale,FALSE,
N_062,BIG5,Neuroticism,"Мне трудно оставаться спокойным при критике","Сын кезінде сабыр сақтау қиын","It is hard to stay calm under criticism",scale,FALSE,
N_063,BIG5,Neuroticism,"Я часто чувствую внутреннюю тревогу","Ішкі алаңдаушылық жиі болады","I often feel inner anxiety",scale,FALSE,
N_064,BIG5,Neuroticism,"Я переживаю из-за мелких ошибок","Ұсақ қателер үшін уайымдаймын","I worry about small mistakes",scale,FALSE,
N_065,BIG5,Neuroticism,"Мне сложно расслабиться после напряженного дня","Кернеулі күннен кейін босаңсу қиын","It is hard for me to relax after a tense day",scale,FALSE,
N_066,BIG5,Neuroticism,"Я часто чувствую эмоциональную нестабильность","Эмоционалды тұрақсыздық жиі сеземін","I often feel emotionally unstable",scale,FALSE,
N_067,BIG5,Neuroticism,"Я склонен переживать перед неизвестным","Белгісіздік алдында уайымдаймын","I worry about the unknown",scale,FALSE,
N_068,BIG5,Neuroticism,"Мне трудно быстро забывать обиды","Реніштерді тез ұмыту қиын","I find it hard to forget offenses",scale,FALSE,
N_069,BIG5,Neuroticism,"Я часто испытываю стресс","Мен жиі стресс сезінемін","I often experience stress",scale,FALSE,
N_070,BIG5,Neuroticism,"Я переживаю, если что-то идет не по плану","Жоспар бұзылса алаңдаймын","I worry when things do not go as planned",scale,FALSE,
N_071,BIG5,Neuroticism,"Мне сложно чувствовать уверенность в будущем","Болашаққа сенімді болу қиын","It is hard for me to feel secure about the future",scale,FALSE,
N_072,BIG5,Neuroticism,"Я часто прокручиваю негативные сценарии","Теріс сценарийлерді жиі елестетемін","I often imagine negative scenarios",scale,FALSE,
N_073,BIG5,Neuroticism,"Я быстро расстраиваюсь из-за критики","Сыннан тез ренжимін","I get upset quickly by criticism",scale,FALSE,
N_074,BIG5,Neuroticism,"Мне трудно переключаться с переживаний","Уайымнан басқа нәрсеге ауысу қиын","It is hard to switch away from worries",scale,FALSE,
N_075,BIG5,Neuroticism,"Я склонен переживать за результаты работы","Жұмыс нәтижесіне алаңдаймын","I worry about work results",scale,FALSE,
N_076,BIG5,Neuroticism,"Я часто чувствую внутреннюю неуверенность","Ішкі сенімсіздік жиі сеземін","I often feel internally insecure",scale,FALSE,
N_077,BIG5,Neuroticism,"Мне сложно сохранять хладнокровие","Салқынқанды болу қиын","It is hard for me to stay cool-headed",scale,FALSE,
N_078,BIG5,Neuroticism,"Я долго переживаю из-за сказанных слов","Айтылған сөздер үшін ұзақ уайымдаймын","I dwell on things I said",scale,FALSE,
N_079,BIG5,Neuroticism,"Я часто чувствую беспокойство без причины","Себепсіз мазасызданамын","I often feel anxious for no reason",scale,FALSE,
N_080,BIG5,Neuroticism,"Мне трудно не переживать о мелочах","Ұсақ-түйекке уайымдамау қиын","It is hard for me not to worry about small things",scale,FALSE,
N_081,BIG5,Neuroticism,"Я быстро утомляюсь эмоционально","Эмоционалды тез шаршаймын","I get emotionally fatigued quickly",scale,FALSE,
N_082,BIG5,Neuroticism,"Я часто думаю о возможных рисках","Мүмкін қауіптер туралы жиі ойлаймын","I often think about possible risks",scale,FALSE,
N_083,BIG5,Neuroticism,"Мне сложно оставаться позитивным","Позитивті болу қиын","It is hard for me to stay positive",scale,FALSE,
N_084,BIG5,Neuroticism,"Я склонен переживать дольше других","Басқаларға қарағанда ұзақ уайымдаймын","I tend to worry longer than others",scale,FALSE,
N_085,BIG5,Neuroticism,"Я часто чувствую себя подавленным","Мен жиі көңілсіз сезінемін","I often feel down",scale,FALSE,
N_086,BIG5,Neuroticism,"Мне трудно быстро восстанавливаться после неудач","Сәтсіздіктен кейін тез қалпына келу қиын","I recover slowly from setbacks",scale,FALSE,
N_087,BIG5,Neuroticism,"Я переживаю, если меня неправильно понимают","Мені дұрыс түсінбесе алаңдаймын","I worry if I am misunderstood",scale,FALSE,
N_088,BIG5,Neuroticism,"Я склонен к тревожности перед переменами","Өзгерістер алдында алаңдаймын","I feel anxious before changes",scale,FALSE,
N_089,BIG5,Neuroticism,"Мне сложно отпускать тревожные мысли","Алаңдататын ойларды жіберу қиын","It is hard to let go of anxious thoughts",scale,FALSE,
N_090,BIG5,Neuroticism,"Я часто переживаю о своей эффективности","Өз тиімділігіме алаңдаймын","I worry about my effectiveness",scale,FALSE,
N_091,BIG5,Neuroticism,"Я легко чувствую вину","Мен кінәні оңай сезінемін","I feel guilty easily",scale,FALSE,
N_092,BIG5,Neuroticism,"Мне трудно сохранять стабильное настроение","Тұрақты көңіл-күй сақтау қиын","It is hard to keep a stable mood",scale,FALSE,
N_093,BIG5,Neuroticism,"Я часто переживаю перед новыми задачами","Жаңа тапсырмалар алдында алаңдаймын","I worry before new tasks",scale,FALSE,
N_094,BIG5,Neuroticism,"Я склонен чрезмерно анализировать проблемы","Мәселелерді шамадан тыс талдаймын","I overanalyze problems",scale,FALSE,
N_095,BIG5,Neuroticism,"Мне трудно чувствовать внутреннее спокойствие","Ішкі тыныштық сезіну қиын","It is hard for me to feel inner peace",scale,FALSE,
N_096,BIG5,Neuroticism,"Я часто ощущаю стресс без явной причины","Себепсіз стресс сезінемін","I often feel stressed without a clear cause",scale,FALSE,
N_097,BIG5,Neuroticism,"Я долго переживаю о сделанном выборе","Таңдауларым туралы ұзақ уайымдаймын","I dwell on my choices",scale,FALSE,
N_098,BIG5,Neuroticism,"Я часто чувствую беспокойство без причины","Себепсіз жиі мазасызданамын","I often feel anxious without reason",scale,FALSE,
N_099,BIG5,Neuroticism,"Мне трудно сохранять внутреннее равновесие","Ішкі тепе-теңдікті сақтау қиын","It is hard for me to maintain inner balance",scale,FALSE,
N_100,BIG5,Neuroticism,"Я считаю себя эмоционально чувствительным человеком","Мен өзімді эмоционалды сезімтал адаммын деп санаймын","I consider myself an emotionally sensitive person",scale,FALSE,




